cat,duration
CA_1_HOBBIES_1,15.276975631713867
CA_1_HOBBIES_2,15.285795211791992
CA_1_HOUSEHOLD_1,9.652560234069824
CA_1_HOUSEHOLD_2,5.934273719787598
CA_1_FOODS_1,10.023881435394287
CA_1_FOODS_2,10.214245319366455
CA_1_FOODS_3,8.030317783355713
CA_2_HOBBIES_1,11.65574336051941
CA_2_HOBBIES_2,9.141649961471558
CA_2_HOUSEHOLD_1,19.809813737869263
CA_2_HOUSEHOLD_2,8.430371284484863
CA_2_FOODS_1,9.8195321559906
CA_2_FOODS_2,10.11976671218872
CA_2_FOODS_3,8.143994808197021
CA_3_HOBBIES_1,18.14604640007019
CA_3_HOBBIES_2,5.953842878341675
CA_3_HOUSEHOLD_1,10.503497123718262
CA_3_HOUSEHOLD_2,14.719972372055054
CA_3_FOODS_1,9.799413681030273
CA_3_FOODS_2,8.272446393966675
CA_3_FOODS_3,11.066124200820923
CA_4_HOBBIES_1,6.113349199295044
CA_4_HOBBIES_2,6.248955011367798
CA_4_HOUSEHOLD_1,9.279412984848022
CA_4_HOUSEHOLD_2,10.192250967025757
CA_4_FOODS_1,9.182389497756958
CA_4_FOODS_2,15.569229364395142
CA_4_FOODS_3,17.445807695388794
TX_1_HOBBIES_1,12.565510034561157
TX_1_HOBBIES_2,16.429121017456055
TX_1_HOUSEHOLD_1,13.683118343353271
TX_1_HOUSEHOLD_2,11.14582109451294
TX_1_FOODS_1,15.018452405929565
TX_1_FOODS_2,12.969131469726562
TX_1_FOODS_3,9.696276664733887
TX_2_HOBBIES_1,8.462684631347656
TX_2_HOBBIES_2,19.358863353729248
TX_2_HOUSEHOLD_1,11.850767135620117
TX_2_HOUSEHOLD_2,11.739324808120728
TX_2_FOODS_1,7.501079559326172
TX_2_FOODS_2,16.508280277252197
TX_2_FOODS_3,14.260541677474976
TX_3_HOBBIES_1,20.14634871482849
TX_3_HOBBIES_2,10.872964859008789
TX_3_HOUSEHOLD_1,14.434677362442017
TX_3_HOUSEHOLD_2,27.01822519302368
TX_3_FOODS_1,7.211882829666138
TX_3_FOODS_2,36.33074927330017
TX_3_FOODS_3,11.34238052368164
WI_1_HOBBIES_1,19.43504524230957
WI_1_HOBBIES_2,9.152029275894165
WI_1_HOUSEHOLD_1,13.790809631347656
WI_1_HOUSEHOLD_2,13.540826082229614
WI_1_FOODS_1,14.258157014846802
WI_1_FOODS_2,26.470036506652832
WI_1_FOODS_3,14.645093202590942
WI_2_HOBBIES_1,10.487115144729614
WI_2_HOBBIES_2,10.55297064781189
WI_2_HOUSEHOLD_1,12.341691255569458
WI_2_HOUSEHOLD_2,9.151653528213501
WI_2_FOODS_1,9.325392961502075
WI_2_FOODS_2,13.570360660552979
WI_2_FOODS_3,15.38830304145813
WI_3_HOBBIES_1,21.015351057052612
WI_3_HOBBIES_2,16.603317499160767
WI_3_HOUSEHOLD_1,17.070431232452393
WI_3_HOUSEHOLD_2,24.521265506744385
WI_3_FOODS_1,15.227293729782104
WI_3_FOODS_2,11.929565191268921
WI_3_FOODS_3,15.836161375045776
