cat,duration
CA_1_HOBBIES_1,47.83515667915344
CA_1_HOBBIES_2,60.49699068069458
CA_1_HOUSEHOLD_1,82.09725499153137
CA_1_HOUSEHOLD_2,145.5710153579712
CA_1_FOODS_1,69.30784010887146
CA_1_FOODS_2,143.70703268051147
CA_1_FOODS_3,84.9606306552887
CA_2_HOBBIES_1,73.68607640266418
CA_2_HOBBIES_2,120.05429482460022
CA_2_HOUSEHOLD_1,77.95583319664001
CA_2_HOUSEHOLD_2,164.94018006324768
CA_2_FOODS_1,100.93324208259583
CA_2_FOODS_2,67.7474672794342
CA_2_FOODS_3,96.67197370529175
CA_3_HOBBIES_1,122.82196116447449
CA_3_HOBBIES_2,28.764634132385254
CA_3_HOUSEHOLD_1,99.63647222518921
CA_3_HOUSEHOLD_2,102.96189332008362
CA_3_FOODS_1,43.90752363204956
CA_3_FOODS_2,119.87301182746887
CA_3_FOODS_3,131.82945442199707
CA_4_HOBBIES_1,68.96965408325195
CA_4_HOBBIES_2,33.188576459884644
CA_4_HOUSEHOLD_1,121.2076826095581
CA_4_HOUSEHOLD_2,50.532522201538086
CA_4_FOODS_1,66.87232041358948
CA_4_FOODS_2,106.1867606639862
CA_4_FOODS_3,80.61600971221924
TX_1_HOBBIES_1,85.92274856567383
TX_1_HOBBIES_2,77.09233522415161
TX_1_HOUSEHOLD_1,99.9629271030426
TX_1_HOUSEHOLD_2,68.87830972671509
TX_1_FOODS_1,77.55745124816895
TX_1_FOODS_2,166.89998579025269
TX_1_FOODS_3,72.38679218292236
TX_2_HOBBIES_1,68.26805686950684
TX_2_HOBBIES_2,60.522305727005005
TX_2_HOUSEHOLD_1,153.8773946762085
TX_2_HOUSEHOLD_2,98.61637997627258
TX_2_FOODS_1,119.51694941520691
TX_2_FOODS_2,225.24317049980164
TX_2_FOODS_3,110.58079123497009
TX_3_HOBBIES_1,137.03168153762817
TX_3_HOBBIES_2,80.04319334030151
TX_3_HOUSEHOLD_1,110.43342566490173
TX_3_HOUSEHOLD_2,121.98938250541687
TX_3_FOODS_1,53.1373074054718
TX_3_FOODS_2,206.70637917518616
TX_3_FOODS_3,75.6219573020935
WI_1_HOBBIES_1,102.32728695869446
WI_1_HOBBIES_2,119.3786723613739
WI_1_HOUSEHOLD_1,162.7406394481659
WI_1_HOUSEHOLD_2,132.66147303581238
WI_1_FOODS_1,104.38104009628296
WI_1_FOODS_2,83.12922072410583
WI_1_FOODS_3,227.99011874198914
WI_2_HOBBIES_1,124.59189486503601
WI_2_HOBBIES_2,86.8792884349823
WI_2_HOUSEHOLD_1,71.99921798706055
WI_2_HOUSEHOLD_2,93.63392925262451
WI_2_FOODS_1,149.56494617462158
WI_2_FOODS_2,86.02795791625977
WI_2_FOODS_3,151.36550641059875
WI_3_HOBBIES_1,104.15871143341064
WI_3_HOBBIES_2,104.21447825431824
WI_3_HOUSEHOLD_1,181.04267764091492
WI_3_HOUSEHOLD_2,78.13937044143677
WI_3_FOODS_1,61.9586443901062
WI_3_FOODS_2,98.8703088760376
WI_3_FOODS_3,177.5664210319519
